epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
242,3937.45,0.91401,1.6277,0.13809,0.54966,1.63352,0.98732,0.75,0.745,0.27727,0.98732,0.75,0.745,0.36053,1.99471,1.61683,0.03519,0.84646,3.20404,0.00184094,0.00184094,0.00184094
243,3953.28,1.02383,1.27333,0.16047,0.59022,1.61198,0.98732,0.75,0.745,0.27727,0.98732,0.75,0.745,0.36053,1.99471,1.61683,0.03519,0.84646,3.20404,0.00184028,0.00184028,0.00184028
244,3969.26,1.09816,1.07944,0.14938,0.56456,1.82442,0.98732,0.75,0.745,0.27727,0.98732,0.75,0.745,0.36053,1.99471,1.61683,0.03519,0.84646,3.20404,0.00183962,0.00183962,0.00183962
245,3985.15,0.9781,1.11573,0.10044,0.56718,1.74366,0.98732,0.75,0.745,0.27727,0.98732,0.75,0.745,0.36053,1.99471,1.61683,0.03519,0.84646,3.20404,0.00183896,0.00183896,0.00183896
246,4000.98,0.90535,1.34529,0.14103,0.51714,1.69114,0.98297,0.75,0.745,0.29669,0.81755,0.625,0.52083,0.27896,2.28332,2.37231,0.03377,0.77514,3.82805,0.0018383,0.0018383,0.0018383
247,4016.62,0.92459,1.41239,0.16428,0.62873,1.61052,0.98297,0.75,0.745,0.29669,0.81755,0.625,0.52083,0.27896,2.28332,2.37231,0.03377,0.77514,3.82805,0.00183764,0.00183764,0.00183764
248,4032.47,1.02434,1.31027,0.07629,0.56228,1.70711,0.98297,0.75,0.745,0.29669,0.81755,0.625,0.52083,0.27896,2.28332,2.37231,0.03377,0.77514,3.82805,0.00183698,0.00183698,0.00183698
249,4048.37,0.92517,1.10067,0.1764,0.52203,1.59916,0.98297,0.75,0.745,0.29669,0.81755,0.625,0.52083,0.27896,2.28332,2.37231,0.03377,0.77514,3.82805,0.00183632,0.00183632,0.00183632
250,4064.7,0.89648,1.04747,0.08115,0.53029,1.73058,0.82402,0.625,0.67533,0.23799,0.82402,0.625,0.56167,0.29357,2.42623,2.8959,0.02234,1.0904,4.22931,0.00183566,0.00183566,0.00183566
251,4080.59,0.94576,1.45594,0.12277,0.59561,1.66948,0.82402,0.625,0.67533,0.23799,0.82402,0.625,0.56167,0.29357,2.42623,2.8959,0.02234,1.0904,4.22931,0.001835,0.001835,0.001835
252,4096.42,1.03252,1.05823,0.0891,0.58542,1.65952,0.82402,0.625,0.67533,0.23799,0.82402,0.625,0.56167,0.29357,2.42623,2.8959,0.02234,1.0904,4.22931,0.00183434,0.00183434,0.00183434
253,4112.09,1.09345,1.0795,0.09291,0.58644,1.75225,0.82402,0.625,0.67533,0.23799,0.82402,0.625,0.56167,0.29357,2.42623,2.8959,0.02234,1.0904,4.22931,0.00183368,0.00183368,0.00183368
254,4127.77,0.95692,1.22632,0.05988,0.57906,1.60761,0.98876,0.75,0.815,0.27371,0.98876,0.75,0.745,0.26325,2.45605,2.26117,0.02859,0.87182,3.69842,0.00183302,0.00183302,0.00183302
255,4143.58,1.08203,1.20535,0.10607,0.57187,1.81911,0.98876,0.75,0.815,0.27371,0.98876,0.75,0.745,0.26325,2.45605,2.26117,0.02859,0.87182,3.69842,0.00183236,0.00183236,0.00183236
256,4159.65,1.01278,1.26339,0.17202,0.56087,1.7306,0.98876,0.75,0.815,0.27371,0.98876,0.75,0.745,0.26325,2.45605,2.26117,0.02859,0.87182,3.69842,0.0018317,0.0018317,0.0018317
257,4175.51,1.11832,1.43612,0.10582,0.58093,1.89684,0.98876,0.75,0.815,0.27371,0.98876,0.75,0.745,0.26325,2.45605,2.26117,0.02859,0.87182,3.69842,0.00183104,0.00183104,0.00183104
258,4191.38,1.1499,1.52115,0.18187,0.54927,1.84113,1,0.61311,0.785,0.25869,1,0.61311,0.643,0.36555,2.53117,2.08127,0.11892,1.27811,3.33601,0.00183038,0.00183038,0.00183038
259,4207.53,0.87762,1.3736,0.12382,0.5125,1.67238,1,0.61311,0.785,0.25869,1,0.61311,0.643,0.36555,2.53117,2.08127,0.11892,1.27811,3.33601,0.00182972,0.00182972,0.00182972
260,4223.49,1.04199,1.39441,0.17958,0.68771,1.70494,1,0.61311,0.785,0.25869,1,0.61311,0.643,0.36555,2.53117,2.08127,0.11892,1.27811,3.33601,0.00182906,0.00182906,0.00182906
261,4239.22,0.86849,0.91646,0.08909,0.53742,1.55274,1,0.61311,0.785,0.25869,1,0.61311,0.643,0.36555,2.53117,2.08127,0.11892,1.27811,3.33601,0.0018284,0.0018284,0.0018284
262,4255.38,1.10428,1.291,0.07805,0.61632,1.77201,1,0.74787,0.745,0.29148,1,0.74787,0.745,0.36575,2.14547,1.53655,0.03555,0.79525,3.13949,0.00182774,0.00182774,0.00182774
263,4271.1,1.11634,1.43786,0.07836,0.6202,1.87529,1,0.74787,0.745,0.29148,1,0.74787,0.745,0.36575,2.14547,1.53655,0.03555,0.79525,3.13949,0.00182708,0.00182708,0.00182708
264,4287.06,0.91716,1.0498,0.06919,0.52618,1.69674,1,0.74787,0.745,0.29148,1,0.74787,0.745,0.36575,2.14547,1.53655,0.03555,0.79525,3.13949,0.00182642,0.00182642,0.00182642
265,4302.76,0.97424,1.34025,0.05265,0.56239,1.63996,1,0.74787,0.745,0.29148,1,0.74787,0.745,0.36575,2.14547,1.53655,0.03555,0.79525,3.13949,0.00182576,0.00182576,0.00182576
266,4318.8,0.89287,1.39513,0.07062,0.55327,1.63942,1,0.7335,0.82773,0.3494,1,0.7335,0.745,0.30218,1.96359,1.62189,0.03668,0.94436,2.85107,0.0018251,0.0018251,0.0018251
267,4334.63,1.03233,1.49872,0.15993,0.61643,1.76648,1,0.7335,0.82773,0.3494,1,0.7335,0.745,0.30218,1.96359,1.62189,0.03668,0.94436,2.85107,0.00182444,0.00182444,0.00182444
268,4350.29,0.94214,1.10446,0.06915,0.5509,1.66124,1,0.7335,0.82773,0.3494,1,0.7335,0.745,0.30218,1.96359,1.62189,0.03668,0.94436,2.85107,0.00182378,0.00182378,0.00182378
269,4365.85,0.9227,1.14787,0.09865,0.56754,1.58745,1,0.7335,0.82773,0.3494,1,0.7335,0.745,0.30218,1.96359,1.62189,0.03668,0.94436,2.85107,0.00182312,0.00182312,0.00182312
270,4381.65,1.09361,1.34687,0.17253,0.61658,1.84288,0.98662,0.75,0.815,0.38192,0.98662,0.75,0.745,0.3315,1.6945,1.71366,0.03511,0.79543,2.56633,0.00182246,0.00182246,0.00182246
271,4397.72,1.03942,1.4508,0.08247,0.59349,1.75002,0.98662,0.75,0.815,0.38192,0.98662,0.75,0.745,0.3315,1.6945,1.71366,0.03511,0.79543,2.56633,0.0018218,0.0018218,0.0018218
272,4413.27,0.87605,1.41713,0.13117,0.51792,1.59045,0.98662,0.75,0.815,0.38192,0.98662,0.75,0.745,0.3315,1.6945,1.71366,0.03511,0.79543,2.56633,0.00182114,0.00182114,0.00182114
273,4429.04,1.09141,1.38406,0.08874,0.59242,1.73559,0.98662,0.75,0.815,0.38192,0.98662,0.75,0.745,0.3315,1.6945,1.71366,0.03511,0.79543,2.56633,0.00182048,0.00182048,0.00182048
274,4444.79,1.05557,1.39005,0.10217,0.58097,1.70536,0.98097,0.75,0.745,0.33367,0.98097,0.75,0.745,0.36208,1.77884,1.89485,0.03518,0.7406,2.6824,0.00181982,0.00181982,0.00181982
275,4460.53,0.923,1.20357,0.10647,0.56156,1.64995,0.98097,0.75,0.745,0.33367,0.98097,0.75,0.745,0.36208,1.77884,1.89485,0.03518,0.7406,2.6824,0.00181916,0.00181916,0.00181916
276,4476.5,0.97702,1.32267,0.06777,0.53496,1.77915,0.98097,0.75,0.745,0.33367,0.98097,0.75,0.745,0.36208,1.77884,1.89485,0.03518,0.7406,2.6824,0.0018185,0.0018185,0.0018185
277,4492.3,0.91843,1.47559,0.18081,0.59637,1.70754,0.98097,0.75,0.745,0.33367,0.98097,0.75,0.745,0.36208,1.77884,1.89485,0.03518,0.7406,2.6824,0.00181784,0.00181784,0.00181784
278,4508.2,0.86199,1.56806,0.16441,0.52678,1.70153,0.97989,0.75,0.78636,0.32339,0.97989,0.75,0.78292,0.34792,1.91198,2.00019,0.03761,0.77983,2.88368,0.00181718,0.00181718,0.00181718
279,4524.11,0.9459,1.06911,0.13856,0.5544,1.60459,0.97989,0.75,0.78636,0.32339,0.97989,0.75,0.78292,0.34792,1.91198,2.00019,0.03761,0.77983,2.88368,0.00181652,0.00181652,0.00181652
280,4539.68,0.93051,1.47927,0.15951,0.54392,1.5999,0.97989,0.75,0.78636,0.32339,0.97989,0.75,0.78292,0.34792,1.91198,2.00019,0.03761,0.77983,2.88368,0.00181586,0.00181586,0.00181586
281,4555.27,0.81718,1.50158,0.25014,0.5505,1.54264,0.97989,0.75,0.78636,0.32339,0.97989,0.75,0.78292,0.34792,1.91198,2.00019,0.03761,0.77983,2.88368,0.0018152,0.0018152,0.0018152
282,4571.13,1.16387,1.22715,0.0956,0.64135,1.96597,0.98248,0.75,0.745,0.32855,0.81765,0.625,0.63333,0.28642,1.91881,2.12869,0.04423,0.78172,2.82735,0.00181454,0.00181454,0.00181454
283,4586.95,0.84958,1.21103,0.12919,0.54103,1.62626,0.98248,0.75,0.745,0.32855,0.81765,0.625,0.63333,0.28642,1.91881,2.12869,0.04423,0.78172,2.82735,0.00181388,0.00181388,0.00181388
284,4602.77,1.0066,1.2294,0.09498,0.58265,1.65387,0.98248,0.75,0.745,0.32855,0.81765,0.625,0.63333,0.28642,1.91881,2.12869,0.04423,0.78172,2.82735,0.00181322,0.00181322,0.00181322
285,4618.46,1.01065,1.25978,0.0711,0.57345,1.61692,0.98248,0.75,0.745,0.32855,0.81765,0.625,0.63333,0.28642,1.91881,2.12869,0.04423,0.78172,2.82735,0.00181256,0.00181256,0.00181256
286,4634.25,0.96097,1.27579,0.17378,0.55361,1.65012,0.98582,0.75,0.745,0.3561,0.82097,0.625,0.62733,0.30155,1.74046,1.89699,0.04358,0.69391,2.58505,0.0018119,0.0018119,0.0018119
287,4650.06,0.91338,1.18369,0.11209,0.54619,1.66509,0.98582,0.75,0.745,0.3561,0.82097,0.625,0.62733,0.30155,1.74046,1.89699,0.04358,0.69391,2.58505,0.00181124,0.00181124,0.00181124
288,4665.58,0.95211,1.16028,0.10974,0.53352,1.56839,0.98582,0.75,0.745,0.3561,0.82097,0.625,0.62733,0.30155,1.74046,1.89699,0.04358,0.69391,2.58505,0.00181058,0.00181058,0.00181058
289,4681.34,1.00741,0.99413,0.08863,0.57446,1.69057,0.98582,0.75,0.745,0.3561,0.82097,0.625,0.62733,0.30155,1.74046,1.89699,0.04358,0.69391,2.58505,0.00180992,0.00180992,0.00180992
290,4697.28,0.99481,1.13229,0.08144,0.55661,1.7033,0.988,0.75,0.745,0.33123,0.82288,0.625,0.55881,0.27755,1.87024,1.85404,0.04275,0.71056,2.76018,0.00180926,0.00180926,0.00180926
291,4712.68,0.86158,1.28568,0.12644,0.60733,1.4774,0.988,0.75,0.745,0.33123,0.82288,0.625,0.55881,0.27755,1.87024,1.85404,0.04275,0.71056,2.76018,0.0018086,0.0018086,0.0018086
292,4728.22,0.99246,1.02338,0.17308,0.55148,1.69581,0.988,0.75,0.745,0.33123,0.82288,0.625,0.55881,0.27755,1.87024,1.85404,0.04275,0.71056,2.76018,0.00180794,0.00180794,0.00180794
293,4743.73,0.85199,1.18828,0.09796,0.55105,1.52355,0.988,0.75,0.745,0.33123,0.82288,0.625,0.55881,0.27755,1.87024,1.85404,0.04275,0.71056,2.76018,0.00180728,0.00180728,0.00180728
294,4759.66,0.9867,1.30027,0.14379,0.60372,1.73485,0.98553,0.75,0.78833,0.27728,0.98553,0.75,0.771,0.37953,2.22845,1.54878,0.04252,0.74645,3.4438,0.00180662,0.00180662,0.00180662
295,4775.32,0.90834,1.27481,0.16379,0.51897,1.58268,0.98553,0.75,0.78833,0.27728,0.98553,0.75,0.771,0.37953,2.22845,1.54878,0.04252,0.74645,3.4438,0.00180596,0.00180596,0.00180596
296,4790.94,0.86165,1.2414,0.13816,0.52383,1.62726,0.98553,0.75,0.78833,0.27728,0.98553,0.75,0.771,0.37953,2.22845,1.54878,0.04252,0.74645,3.4438,0.0018053,0.0018053,0.0018053
297,4806.49,0.88231,0.97565,0.17178,0.55791,1.5778,0.98553,0.75,0.78833,0.27728,0.98553,0.75,0.771,0.37953,2.22845,1.54878,0.04252,0.74645,3.4438,0.00180464,0.00180464,0.00180464
298,4822.15,1.23089,1.20774,0.11957,0.64918,1.72781,0.98474,0.75,0.76436,0.24538,0.98474,0.75,0.745,0.40209,2.25239,1.30132,0.04141,0.74812,3.40637,0.00180398,0.00180398,0.00180398
299,4837.5,1.02161,1.0949,0.13022,0.52316,1.65758,0.98474,0.75,0.76436,0.24538,0.98474,0.75,0.745,0.40209,2.25239,1.30132,0.04141,0.74812,3.40637,0.00180332,0.00180332,0.00180332
300,4853.07,0.90718,1.28637,0.08571,0.57407,1.62412,0.98474,0.75,0.76436,0.24538,0.98474,0.75,0.745,0.40209,2.25239,1.30132,0.04141,0.74812,3.40637,0.00180266,0.00180266,0.00180266
301,4868.54,1.13246,1.4045,0.12437,0.54105,1.87956,0.98474,0.75,0.76436,0.24538,0.98474,0.75,0.745,0.40209,2.25239,1.30132,0.04141,0.74812,3.40637,0.001802,0.001802,0.001802
302,4884.31,1.05381,1.1652,0.08816,0.52491,1.81426,0.97896,0.75,0.745,0.32742,0.97896,0.75,0.745,0.43396,1.94553,1.20388,0.03894,0.75018,2.75127,0.00180134,0.00180134,0.00180134
303,4900.13,0.93298,1.14046,0.16402,0.55544,1.76475,0.97896,0.75,0.745,0.32742,0.97896,0.75,0.745,0.43396,1.94553,1.20388,0.03894,0.75018,2.75127,0.00180068,0.00180068,0.00180068
304,4915.69,1.02799,0.84892,0.10454,0.53304,1.48622,0.97896,0.75,0.745,0.32742,0.97896,0.75,0.745,0.43396,1.94553,1.20388,0.03894,0.75018,2.75127,0.00180002,0.00180002,0.00180002
305,4931.33,0.87093,1.05142,0.06601,0.48831,1.61364,0.97896,0.75,0.745,0.32742,0.97896,0.75,0.745,0.43396,1.94553,1.20388,0.03894,0.75018,2.75127,0.00179936,0.00179936,0.00179936
306,4947.05,1.00362,0.97382,0.1173,0.51086,1.77184,0.97703,0.75,0.745,0.38117,0.97703,0.75,0.745,0.42897,1.79921,1.22856,0.03277,0.72711,2.58442,0.0017987,0.0017987,0.0017987
307,4962.68,1.037,1.18731,0.11193,0.5389,1.8348,0.97703,0.75,0.745,0.38117,0.97703,0.75,0.745,0.42897,1.79921,1.22856,0.03277,0.72711,2.58442,0.00179804,0.00179804,0.00179804
308,4978.88,0.85523,1.41008,0.09987,0.49024,1.58545,0.97703,0.75,0.745,0.38117,0.97703,0.75,0.745,0.42897,1.79921,1.22856,0.03277,0.72711,2.58442,0.00179738,0.00179738,0.00179738
309,4994.5,0.96848,1.11183,0.13118,0.54897,1.63006,0.97703,0.75,0.745,0.38117,0.97703,0.75,0.745,0.42897,1.79921,1.22856,0.03277,0.72711,2.58442,0.00179672,0.00179672,0.00179672
310,5010.1,1.11594,1.34447,0.04964,0.53438,1.85061,0.98847,0.75,0.745,0.3083,0.98847,0.75,0.745,0.39146,2.0533,1.48851,0.024,0.81782,3.03796,0.00179606,0.00179606,0.00179606
311,5025.7,0.89824,1.04686,0.07852,0.51986,1.58603,0.98847,0.75,0.745,0.3083,0.98847,0.75,0.745,0.39146,2.0533,1.48851,0.024,0.81782,3.03796,0.0017954,0.0017954,0.0017954
312,5041.34,0.85443,1.43914,0.13373,0.48565,1.63195,0.98847,0.75,0.745,0.3083,0.98847,0.75,0.745,0.39146,2.0533,1.48851,0.024,0.81782,3.03796,0.00179474,0.00179474,0.00179474
313,5056.88,0.74974,1.05082,0.1905,0.48921,1.5324,0.98847,0.75,0.745,0.3083,0.98847,0.75,0.745,0.39146,2.0533,1.48851,0.024,0.81782,3.03796,0.00179408,0.00179408,0.00179408
314,5072.35,0.79106,1.16003,0.11376,0.51376,1.56121,0.9894,0.75,0.745,0.20856,0.9894,0.75,0.77028,0.43544,2.49648,1.57642,0.02309,0.92017,4.0278,0.00179342,0.00179342,0.00179342
315,5087.63,0.9895,1.21406,0.09646,0.55205,1.64135,0.9894,0.75,0.745,0.20856,0.9894,0.75,0.77028,0.43544,2.49648,1.57642,0.02309,0.92017,4.0278,0.00179276,0.00179276,0.00179276
316,5103.04,1.00376,0.97111,0.12379,0.56927,1.66487,0.9894,0.75,0.745,0.20856,0.9894,0.75,0.77028,0.43544,2.49648,1.57642,0.02309,0.92017,4.0278,0.0017921,0.0017921,0.0017921
317,5118.81,1.02572,1.17793,0.14237,0.54678,1.67231,0.9894,0.75,0.745,0.20856,0.9894,0.75,0.77028,0.43544,2.49648,1.57642,0.02309,0.92017,4.0278,0.00179144,0.00179144,0.00179144
318,5134.34,0.93981,1.0056,0.08961,0.51686,1.5436,0.99014,0.75,0.745,0.272,0.65996,0.5,0.4225,0.31905,2.40926,2.261,0.03049,0.87353,3.73385,0.00179078,0.00179078,0.00179078
319,5149.96,0.88394,1.03815,0.11047,0.51998,1.5518,0.99014,0.75,0.745,0.272,0.65996,0.5,0.4225,0.31905,2.40926,2.261,0.03049,0.87353,3.73385,0.00179012,0.00179012,0.00179012
320,5165.61,0.91942,1.15207,0.20729,0.57896,1.52344,0.99014,0.75,0.745,0.272,0.65996,0.5,0.4225,0.31905,2.40926,2.261,0.03049,0.87353,3.73385,0.00178946,0.00178946,0.00178946
321,5181.25,0.88178,1.11112,0.08526,0.54347,1.62026,0.99014,0.75,0.745,0.272,0.65996,0.5,0.4225,0.31905,2.40926,2.261,0.03049,0.87353,3.73385,0.0017888,0.0017888,0.0017888
322,5196.67,0.90247,1.09728,0.10938,0.55672,1.48503,0.99004,0.75,0.745,0.39106,0.82503,0.625,0.56167,0.35083,1.8144,1.97333,0.03819,0.68361,2.64859,0.00178814,0.00178814,0.00178814
323,5212.36,0.94994,1.09698,0.08333,0.55875,1.65884,0.99004,0.75,0.745,0.39106,0.82503,0.625,0.56167,0.35083,1.8144,1.97333,0.03819,0.68361,2.64859,0.00178748,0.00178748,0.00178748
324,5228.62,0.82499,1.04751,0.13515,0.50282,1.51556,0.99004,0.75,0.745,0.39106,0.82503,0.625,0.56167,0.35083,1.8144,1.97333,0.03819,0.68361,2.64859,0.00178682,0.00178682,0.00178682
325,5247.37,0.97919,1.38352,0.08536,0.58579,1.69616,0.99004,0.75,0.745,0.39106,0.82503,0.625,0.56167,0.35083,1.8144,1.97333,0.03819,0.68361,2.64859,0.00178616,0.00178616,0.00178616
326,5263.02,0.99517,0.93995,0.14705,0.54843,1.65966,0.98988,0.75,0.7905,0.40857,0.82473,0.625,0.61933,0.39072,1.66846,1.66218,0.04158,0.63983,2.50788,0.0017855,0.0017855,0.0017855
327,5278.72,0.83971,1.03783,0.14203,0.51382,1.55478,0.98988,0.75,0.7905,0.40857,0.82473,0.625,0.61933,0.39072,1.66846,1.66218,0.04158,0.63983,2.50788,0.00178484,0.00178484,0.00178484
328,5294.65,0.8444,1.05023,0.11306,0.49467,1.58303,0.98988,0.75,0.7905,0.40857,0.82473,0.625,0.61933,0.39072,1.66846,1.66218,0.04158,0.63983,2.50788,0.00178418,0.00178418,0.00178418
329,5310.14,0.769,0.94186,0.17631,0.52747,1.51179,0.98988,0.75,0.7905,0.40857,0.82473,0.625,0.61933,0.39072,1.66846,1.66218,0.04158,0.63983,2.50788,0.00178352,0.00178352,0.00178352
330,5325.97,0.99076,1.07828,0.13336,0.55063,1.67413,0.98921,0.75,0.836,0.3807,0.82434,0.625,0.65533,0.39672,1.96306,1.8219,0.03985,0.75943,2.95095,0.00178286,0.00178286,0.00178286
331,5341.64,0.86407,1.10405,0.13284,0.49581,1.64787,0.98921,0.75,0.836,0.3807,0.82434,0.625,0.65533,0.39672,1.96306,1.8219,0.03985,0.75943,2.95095,0.0017822,0.0017822,0.0017822
332,5357.16,0.85294,1.27441,0.12009,0.55135,1.45065,0.98921,0.75,0.836,0.3807,0.82434,0.625,0.65533,0.39672,1.96306,1.8219,0.03985,0.75943,2.95095,0.00178154,0.00178154,0.00178154
333,5372.68,0.88104,1.16642,0.13444,0.52727,1.59119,0.98921,0.75,0.836,0.3807,0.82434,0.625,0.65533,0.39672,1.96306,1.8219,0.03985,0.75943,2.95095,0.00178088,0.00178088,0.00178088
334,5388.23,0.89594,0.91221,0.07032,0.5166,1.4428,0.87086,0.846,0.85875,0.38792,0.74189,0.72162,0.67333,0.37075,1.93811,1.7662,0.03424,0.7136,2.8833,0.00178022,0.00178022,0.00178022
335,5403.59,0.77583,0.99194,0.09398,0.45213,1.52894,0.87086,0.846,0.85875,0.38792,0.74189,0.72162,0.67333,0.37075,1.93811,1.7662,0.03424,0.7136,2.8833,0.00177956,0.00177956,0.00177956
336,5419.11,0.91839,0.86124,0.03999,0.54302,1.62743,0.87086,0.846,0.85875,0.38792,0.74189,0.72162,0.67333,0.37075,1.93811,1.7662,0.03424,0.7136,2.8833,0.0017789,0.0017789,0.0017789
337,5434.39,0.8816,0.95923,0.13686,0.46946,1.5136,0.87086,0.846,0.85875,0.38792,0.74189,0.72162,0.67333,0.37075,1.93811,1.7662,0.03424,0.7136,2.8833,0.00177824,0.00177824,0.00177824
338,5449.85,0.95568,1.22076,0.04819,0.49949,1.68542,0.98141,0.75,0.745,0.4476,0.98141,0.75,0.745,0.4218,1.60663,1.49181,0.03245,0.63766,2.36504,0.00177758,0.00177758,0.00177758
339,5465.33,0.92847,0.94887,0.05651,0.52557,1.57789,0.98141,0.75,0.745,0.4476,0.98141,0.75,0.745,0.4218,1.60663,1.49181,0.03245,0.63766,2.36504,0.00177692,0.00177692,0.00177692
340,5481.18,0.87066,1.10737,0.17611,0.49798,1.53647,0.98141,0.75,0.745,0.4476,0.98141,0.75,0.745,0.4218,1.60663,1.49181,0.03245,0.63766,2.36504,0.00177626,0.00177626,0.00177626
341,5496.63,0.79265,0.84933,0.10497,0.49272,1.55614,0.98141,0.75,0.745,0.4476,0.98141,0.75,0.745,0.4218,1.60663,1.49181,0.03245,0.63766,2.36504,0.0017756,0.0017756,0.0017756
342,5512.6,0.9161,0.88299,0.03605,0.50082,1.61774,0.98579,0.75,0.745,0.48897,0.98579,0.75,0.745,0.5105,1.27726,1.07707,0.0408,0.64591,1.95474,0.00177494,0.00177494,0.00177494
343,5528.05,0.8296,1.17217,0.09544,0.52067,1.52091,0.98579,0.75,0.745,0.48897,0.98579,0.75,0.745,0.5105,1.27726,1.07707,0.0408,0.64591,1.95474,0.00177428,0.00177428,0.00177428
344,5543.51,0.89786,1.18486,0.07205,0.53918,1.65584,0.98579,0.75,0.745,0.48897,0.98579,0.75,0.745,0.5105,1.27726,1.07707,0.0408,0.64591,1.95474,0.00177362,0.00177362,0.00177362
345,5559.1,0.85859,1.09159,0.07058,0.50512,1.56544,0.98579,0.75,0.745,0.48897,0.98579,0.75,0.745,0.5105,1.27726,1.07707,0.0408,0.64591,1.95474,0.00177296,0.00177296,0.00177296
346,5574.74,1.03245,1.03925,0.11787,0.58516,1.87977,0.96593,0.75,0.745,0.47417,0.79967,0.625,0.56167,0.38617,1.40179,1.37648,0.04147,0.68619,2.1046,0.0017723,0.0017723,0.0017723
347,5590.22,0.93726,1.08749,0.09399,0.4997,1.71547,0.96593,0.75,0.745,0.47417,0.79967,0.625,0.56167,0.38617,1.40179,1.37648,0.04147,0.68619,2.1046,0.00177164,0.00177164,0.00177164
348,5605.87,0.97843,1.29141,0.12422,0.51994,1.63972,0.96593,0.75,0.745,0.47417,0.79967,0.625,0.56167,0.38617,1.40179,1.37648,0.04147,0.68619,2.1046,0.00177098,0.00177098,0.00177098
349,5621.26,1.01597,1.11293,0.14196,0.59293,1.81595,0.96593,0.75,0.745,0.47417,0.79967,0.625,0.56167,0.38617,1.40179,1.37648,0.04147,0.68619,2.1046,0.00177032,0.00177032,0.00177032
350,5636.82,0.8404,0.91512,0.06904,0.50452,1.49848,0.98413,0.75,0.745,0.35729,0.8195,0.625,0.54167,0.39033,1.82792,1.34713,0.03801,0.84032,2.74965,0.00176966,0.00176966,0.00176966
351,5652.61,0.77385,0.96368,0.09002,0.49777,1.44007,0.98413,0.75,0.745,0.35729,0.8195,0.625,0.54167,0.39033,1.82792,1.34713,0.03801,0.84032,2.74965,0.001769,0.001769,0.001769
352,5668.21,0.83206,1.15472,0.11552,0.52124,1.47186,0.98413,0.75,0.745,0.35729,0.8195,0.625,0.54167,0.39033,1.82792,1.34713,0.03801,0.84032,2.74965,0.00176834,0.00176834,0.00176834
353,5683.66,0.87458,0.91008,0.13213,0.53093,1.47031,0.98413,0.75,0.745,0.35729,0.8195,0.625,0.54167,0.39033,1.82792,1.34713,0.03801,0.84032,2.74965,0.00176768,0.00176768,0.00176768
354,5699.1,0.79567,1.12064,0.13621,0.49826,1.42298,0.99052,0.75,0.745,0.31271,0.99052,0.75,0.745,0.4635,2.02777,1.12444,0.03863,0.75313,3.15319,0.00176702,0.00176702,0.00176702
355,5714.55,0.88062,1.03423,0.1181,0.49755,1.59699,0.99052,0.75,0.745,0.31271,0.99052,0.75,0.745,0.4635,2.02777,1.12444,0.03863,0.75313,3.15319,0.00176636,0.00176636,0.00176636
356,5729.91,0.84395,0.95702,0.09492,0.47683,1.49131,0.99052,0.75,0.745,0.31271,0.99052,0.75,0.745,0.4635,2.02777,1.12444,0.03863,0.75313,3.15319,0.0017657,0.0017657,0.0017657
357,5745.26,0.88067,1.21021,0.13742,0.52941,1.64895,0.99052,0.75,0.745,0.31271,0.99052,0.75,0.745,0.4635,2.02777,1.12444,0.03863,0.75313,3.15319,0.00176504,0.00176504,0.00176504
358,5760.73,0.86673,1.02034,0.10798,0.52844,1.46065,0.99432,0.875,0.875,0.37666,0.97349,0.75,0.745,0.38358,1.9517,1.32242,0.04035,0.84442,3.03138,0.00176438,0.00176438,0.00176438
359,5776.48,0.84967,1.13554,0.21848,0.49734,1.61,0.99432,0.875,0.875,0.37666,0.97349,0.75,0.745,0.38358,1.9517,1.32242,0.04035,0.84442,3.03138,0.00176372,0.00176372,0.00176372
360,5792.05,0.83548,1.09612,0.11821,0.48042,1.56115,0.99432,0.875,0.875,0.37666,0.97349,0.75,0.745,0.38358,1.9517,1.32242,0.04035,0.84442,3.03138,0.00176306,0.00176306,0.00176306
361,5807.61,0.91493,1.10384,0.16739,0.52361,1.68613,0.99432,0.875,0.875,0.37666,0.97349,0.75,0.745,0.38358,1.9517,1.32242,0.04035,0.84442,3.03138,0.0017624,0.0017624,0.0017624
362,5823.32,0.8761,0.95772,0.07646,0.48141,1.59608,0.98371,0.875,0.875,0.39327,0.93542,0.75,0.745,0.3363,1.84762,1.56613,0.04786,0.78444,2.67702,0.00176174,0.00176174,0.00176174
363,5839.22,0.86792,0.91079,0.13662,0.49336,1.5145,0.98371,0.875,0.875,0.39327,0.93542,0.75,0.745,0.3363,1.84762,1.56613,0.04786,0.78444,2.67702,0.00176108,0.00176108,0.00176108
364,5854.39,0.86094,1.14892,0.11048,0.53442,1.50174,0.98371,0.875,0.875,0.39327,0.93542,0.75,0.745,0.3363,1.84762,1.56613,0.04786,0.78444,2.67702,0.00176042,0.00176042,0.00176042
365,5870.05,0.77624,1.11512,0.13439,0.46866,1.61505,0.98371,0.875,0.875,0.39327,0.93542,0.75,0.745,0.3363,1.84762,1.56613,0.04786,0.78444,2.67702,0.00175976,0.00175976,0.00175976
